JD,flux,obs
 2455976.6186139998026192,      1.0632385,KELT
 2455979.6247930000536144,      1.0434567,KELT
 2455980.6278369999490678,      1.0137954,KELT
 2455982.3349999999627471,      1.0964770,AAVSO
 2455991.3280000002123415,      1.2022643,AAVSO
 2456130.8860100000165403,      0.6269022,AAVSO
 2456136.8835200001485646,      0.9003257,AAVSO
 2456139.8614699998870492,      0.9246974,AAVSO
 2456145.8506399998441339,      0.9315360,AAVSO
 2456147.8319999999366701,      0.8598043,AAVSO
 2456157.4479999998584390,      1.0064681,Potravnov14
 2456160.3169999998062849,      1.0036916,Potravnov14
 2456161.9351499998010695,      0.9497299,AAVSO
 2456170.8809600002132356,      0.9229963,AAVSO
 2456176.2409999999217689,      0.7783951,Potravnov14
 2456187.7503909999504685,      0.9812367,KELT
 2456187.7729719998314977,      0.9571186,KELT
 2456187.8135299999266863,      0.9383000,KELT
 2456187.8361880001612008,      1.0021898,KELT
 2456187.8383100000210106,      0.8953650,Catalina
 2456187.8445100001990795,      0.9462368,Catalina
 2456187.8505699997767806,      0.8472273,Catalina
 2456187.8567400001920760,      0.8790220,Catalina
 2456187.8587460000999272,      1.0035464,KELT
 2456187.8813399998471141,      0.9757210,KELT
 2456187.9210689999163151,      0.9482263,KELT
 2456187.9437310001812875,      0.9505175,KELT
 2456187.9843379999510944,      0.9771380,KELT
 2456187.9950830000452697,      1.0549108,KELT
 2456188.0083180000074208,      0.9988040,KELT
 2456188.7403040002100170,      1.0091274,KELT
 2456188.7628460000269115,      1.0165157,KELT
 2456188.8187739998102188,      1.0014606,KELT
 2456188.8413229999132454,      0.9940540,KELT
 2456188.8638329999521375,      1.0210572,KELT
 2456188.8841240000911057,      0.9993505,KELT
 2456188.9240560000762343,      1.0099317,KELT
 2456188.9444400002248585,      0.9931438,KELT
 2456188.9828380001708865,      1.0172410,KELT
 2456188.9960850002244115,      1.0186851,KELT
 2456189.0093290000222623,      0.9717265,KELT
 2456189.5890000001527369,      1.0000000,AAVSO
 2456189.7490260000340641,      1.0226558,KELT
 2456189.7716109999455512,      1.0823048,KELT
 2456189.8072649999521673,      1.0016630,KELT
 2456189.8275529998354614,      0.9822412,KELT
 2456189.8501829998567700,      0.9863014,KELT
 2456189.8727810001000762,      1.0441954,KELT
 2456189.9101320002228022,      1.0552226,KELT
 2456189.9329160000197589,      1.0665573,KELT
 2456189.9532679999247193,      0.9858258,KELT
 2456189.9736259998753667,      1.0222760,KELT
 2456189.9913920001126826,      1.0252842,KELT
 2456190.0046780002303421,      1.0124186,KELT
 2456190.9837980000302196,      1.0397004,KELT
 2456190.9970749998465180,      1.0343807,KELT
 2456191.0103449998423457,      1.0780432,KELT
 2456192.7997940001077950,      1.0371706,KELT
 2456192.8129659998230636,      1.0278126,KELT
 2456192.8714899998158216,      1.0535084,KELT
 2456193.0096880001947284,      1.0203944,KELT
 2456193.1600000001490116,      1.0000000,Potravnov14
 2456193.4369999999180436,      0.7297937,Potravnov14
 2456193.9168679998256266,      0.2523109,KELT
 2456193.9324199999682605,      0.2566117,KELT
 2456193.9503359999507666,      0.2981644,KELT
 2456193.9993190001696348,      0.3450737,KELT
 2456194.1830000001937151,      0.6327037,Potravnov14
 2456194.4589999997988343,      0.8294693,Potravnov14
 2456194.7620689999312162,      0.9626094,KELT
 2456194.7798239998519421,      0.9805043,KELT
 2456194.8515619998797774,      0.9591311,KELT
 2456194.8717749998904765,      0.9734857,KELT
 2456194.8912990000098944,      0.9651797,KELT
 2456194.9093019999563694,      0.9733934,KELT
 2456194.9248819998465478,      0.9863520,KELT
 2456194.9583809999749064,      0.9790936,KELT
 2456194.9738469999283552,      0.9672261,KELT
 2456194.9917899998836219,      0.9740114,KELT
 2456195.0050599998794496,      0.9763101,KELT
 2456195.1860000002197921,      0.7870457,Potravnov14
 2456195.5010000001639128,      0.7841517,Potravnov14
 2456195.7583369999192655,      0.5394142,KELT
 2456195.8000969998538494,      0.5999650,KELT
 2456195.9019849998876452,      0.5068092,KELT
 2456195.9151820000261068,      0.4519266,KELT
 2456195.9308000002056360,      0.4069530,KELT
 2456195.9487470001913607,      0.4986917,KELT
 2456195.9641829999163747,      0.5088717,KELT
 2456195.9953660001046956,      0.5034035,KELT
 2456196.7190399998798966,      0.8165827,Catalina
 2456196.7263500001281500,      0.8090959,Catalina
 2456196.7336400002241135,      0.8241379,Catalina
 2456196.7453200002200902,      0.8629792,Catalina
 2456196.7996249999850988,      0.8891641,KELT
 2456196.8152319998480380,      0.8890577,KELT
 2456196.8308549998328090,      0.8432918,KELT
 2456196.8488190001808107,      0.8699251,KELT
 2456197.8596990001387894,      0.9898880,KELT
 2456198.2209999999031425,      1.0261242,Potravnov14
 2456198.4599999999627471,      1.0270711,Potravnov14
 2456199.3009999999776483,      1.0442398,Potravnov14
 2456199.8857599999755621,      0.9153767,AAVSO
 2456206.8543099998496473,      0.8904299,AAVSO
 2456207.5970000000670552,      1.0964770,AAVSO
 2456207.7219949997961521,      0.5672548,KELT
 2456207.7708089998923242,      0.5930756,KELT
 2456207.7886839997954667,      0.6090232,KELT
 2456207.8041650000959635,      0.6351344,KELT
 2456207.8838869999162853,      0.6745599,KELT
 2456207.8937019999139011,      0.7063889,KELT
 2456207.9034859999082983,      0.7490310,KELT
 2456207.9403439997695386,      0.7595562,KELT
 2456207.9550339998677373,      0.7896450,KELT
 2456208.7208520001731813,      0.9532655,KELT
 2456208.7695360002107918,      0.9682018,KELT
 2456208.7874159999191761,      0.9376090,KELT
 2456208.8029339998029172,      0.9449612,KELT
 2456208.8184090000577271,      0.9634256,KELT
 2456208.8338859998621047,      0.9757308,KELT
 2456208.8617699998430908,      1.0174288,KELT
 2456208.8714979998767376,      0.9701797,KELT
 2456208.8787679998204112,      0.9829962,KELT
 2456208.8884829999879003,      0.9707689,KELT
 2456208.8981900000944734,      0.9716721,KELT
 2456208.9104499998502433,      0.9817482,Catalina
 2456208.9158299998380244,      0.9289662,Catalina
 2456208.9213299998082221,      0.9727480,Catalina
 2456208.9291699999012053,      0.9462368,Catalina
 2456208.9445980000309646,      0.9929792,KELT
 2456208.9519369998015463,      0.9879984,KELT
 2456208.9592789998278022,      0.9499217,KELT
 2456208.9666249998845160,      0.9829066,KELT
 2456208.9713860000483692,      0.9679835,KELT
 2456208.9761439999565482,      0.9678136,KELT
 2456208.9809150001965463,      0.9767970,KELT
 2456208.9857009998522699,      0.9653842,KELT
 2456209.7729279999621212,      0.9969877,KELT
 2456209.7908230000175536,      0.9905893,KELT
 2456209.8086140002124012,      0.9805947,KELT
 2456209.8264170000329614,      0.9873382,KELT
 2456209.9271289999596775,      0.9994193,KELT
 2456209.9403260000981390,      0.9776692,KELT
 2456209.9534990000538528,      0.9543774,KELT
 2456209.9667070000432432,      0.9780933,KELT
 2456209.9739370001479983,      0.9782823,KELT
 2456209.9811700000427663,      1.0544547,KELT
 2456209.9883900000713766,      1.0527866,KELT
 2456210.7060790001414716,      0.9956848,KELT
 2456210.7596640000119805,      0.9555247,KELT
 2456210.7777269999496639,      1.0019490,KELT
 2456210.8004649998620152,      0.9943192,KELT
 2456210.8206810001283884,      0.9879835,KELT
 2456210.9417659998871386,      0.9976729,KELT
 2456210.9549589999951422,      1.0088533,KELT
 2456210.9681500000879169,      1.0129868,KELT
 2456210.9753899998031557,      0.9714226,KELT
 2456210.9826250001788139,      1.0000924,KELT
 2456211.6869879998266697,      1.0321099,KELT
 2456211.7095510000362992,      1.0234669,KELT
 2456211.7609239998273551,      1.0362532,KELT
 2456211.7834890000522137,      1.0294333,KELT
 2456211.8060360001400113,      0.9970709,KELT
 2456211.8262080000713468,      1.0256380,KELT
 2456211.8457410000264645,      0.9726222,KELT
 2456211.9579900000244379,      0.9135914,KELT
 2456211.9758870000950992,      0.9907500,KELT
 2456213.6715609999373555,      0.9970523,KELT
 2456213.6944229998625815,      0.9948871,KELT
 2456213.7510279999114573,      0.9764497,KELT
 2456213.7738160002045333,      0.9910734,KELT
 2456213.7966280002146959,      0.9991300,KELT
 2456213.8169530001468956,      0.9937245,KELT
 2456213.8567039999179542,      1.0000000,KELT
 2456213.8769800001755357,      0.9897095,KELT
 2456213.8973110001534224,      0.9485409,KELT
 2456213.9558009998872876,      1.0192019,KELT
 2456213.9784030001610518,      1.0015769,KELT
 2456214.6861350000835955,      0.9748676,KELT
 2456214.7469150000251830,      1.0135334,KELT
 2456214.7695070002228022,      0.9915120,KELT
 2456214.7920789998024702,      1.0418992,KELT
 2456214.8122629998251796,      1.0528573,KELT
 2456214.8519680001772940,      1.0109369,KELT
 2456214.8722390001639724,      1.0989959,KELT
 2456214.9628809997811913,      1.0162029,KELT
 2456214.9854399999603629,      1.0097178,KELT
 2456215.6768149998970330,      0.9971443,KELT
 2456215.7375360000878572,      1.0228447,KELT
 2456215.7606190000660717,      0.9789080,KELT
 2456215.7834669998846948,      1.0424657,KELT
 2456215.8061640001833439,      1.0266114,KELT
 2456215.8457749998196959,      1.0322002,KELT
 2456215.9338279999792576,      1.0516613,KELT
 2456215.9587570000439882,      1.0386096,KELT
 2456215.9813190000131726,      1.0283293,KELT
 2456216.6730169998481870,      1.0381824,KELT
 2456216.7562359999865294,      1.0115190,KELT
 2456216.7787580001167953,      1.0693847,KELT
 2456216.8013010001741350,      1.1026706,KELT
 2456216.8526800000108778,      1.0092533,Catalina
 2456216.8599800001829863,      1.0864263,Catalina
 2456216.8634819998405874,      1.0717857,KELT
 2456216.8672799998894334,      1.0092533,Catalina
 2456216.8745099999941885,      1.0375290,Catalina
 2456216.9264329997822642,      1.0478716,KELT
 2456216.9513579998165369,      1.0480164,KELT
 2456216.9738719998858869,      1.0251322,KELT
 2456217.6723650000058115,      1.0329181,KELT
 2456217.7557140002027154,      1.0084207,KELT
 2456217.7782689998857677,      1.0209439,KELT
 2456217.8009390002116561,      1.0214329,KELT
 2456217.9041499998420477,      1.0334464,KELT
 2456217.9292020001448691,      1.0851351,KELT
 2456217.9542559999972582,      1.0786685,KELT
 2456217.9769170000217855,      1.6650213,KELT
 2456218.7727350001223385,      1.0474900,KELT
 2456219.8828139998950064,      1.0505290,KELT
 2456220.6747590000741184,      0.9027877,KELT
 2456220.7195910001173615,      0.8984171,KELT
 2456220.7340330001898110,      0.9341615,KELT
 2456220.7564300000667572,      0.9594755,KELT
 2456220.7813780000433326,      0.9156675,KELT
 2456220.8226640000939369,      0.9437477,KELT
 2456220.8452090001665056,      0.9400692,KELT
 2456220.8676780001260340,      0.9509110,KELT
 2456220.8875389997847378,      0.9411442,KELT
 2456220.9045440000481904,      0.9744959,KELT
 2456220.9573409999720752,      0.9711453,KELT
 2456221.6833739997819066,      1.0037315,KELT
 2456221.7202409999445081,      1.0357187,KELT
 2456221.7401450001634657,      1.0598732,KELT
 2456221.7626040000468493,      1.0692168,KELT
 2456221.7850319999270141,      1.0534782,KELT
 2456221.8264999999664724,      1.0444221,KELT
 2456221.8463619998656213,      1.0649670,KELT
 2456221.8689569998532534,      1.0799910,KELT
 2456221.8888829997740686,      1.0564873,KELT
 2456221.9059529998339713,      1.0767136,KELT
 2456221.9337289999239147,      1.0233116,KELT
 2456222.6761929998174310,      0.8373399,KELT
 2456222.7185189998708665,      0.8239365,KELT
 2456222.7384319999255240,      0.8023912,KELT
 2456222.7582569997757673,      0.7757930,KELT
 2456222.7805550000630319,      0.7452700,KELT
 2456222.8219380001537502,      0.6961455,KELT
 2456222.8987929997965693,      0.7449033,KELT
 2456222.9212299999780953,      0.7980613,KELT
 2456222.9464010000228882,      0.8748232,KELT
 2456223.7116539999842644,      1.0204934,KELT
 2456223.7234640000388026,      1.0045087,KELT
 2456223.7406839998438954,      1.0236366,KELT
 2456223.7580369999632239,      1.0493052,KELT
 2456223.7808429999276996,      1.0167210,KELT
 2456223.8366290000267327,      1.0271556,KELT
 2456223.8925930000841618,      1.0334089,KELT
 2456223.9124710001051426,      1.0434513,KELT
 2456223.9376380001194775,      1.0084813,KELT
 2456224.1669999998994172,      0.9576355,Potravnov14
 2456224.7058589998632669,      1.0008055,KELT
 2456224.7148420000448823,      1.0911534,KELT
 2456224.7383849998004735,      0.9996721,KELT
 2456224.7529670000076294,      1.0419279,KELT
 2456224.8087980002164841,      1.0439509,KELT
 2456224.8261549999006093,      1.0102489,KELT
 2456224.8380700000561774,      1.0626159,KELT
 2456224.8922990001738071,      1.0824102,KELT
 2456224.8978099999949336,      0.9358355,AAVSO
 2456224.9120919997803867,      1.0150521,KELT
 2456225.6920050000771880,      1.1181847,KELT
 2456225.7037610001862049,      1.0692074,KELT
 2456225.7126770000904799,      1.0495276,KELT
 2456225.7215590002015233,      1.0798454,KELT
 2456225.7334369998425245,      1.1039207,KELT
 2456225.7453560000285506,      1.1284387,KELT
 2456225.7572420001961291,      1.0539445,KELT
 2456225.7584400000050664,      1.1066242,Catalina
 2456225.7644600002095103,      1.0864263,Catalina
 2456225.7706399997696280,      1.1376266,Catalina
 2456225.7743150000460446,      1.0768074,KELT
 2456225.7766599999740720,      1.1695001,Catalina
 2456225.8142110002227128,      1.0515158,KELT
 2456225.8288909997791052,      1.0603467,KELT
 2456225.8433949998579919,      1.0667341,KELT
 2456225.8606480001471937,      1.0586494,KELT
 2456225.8975169998593628,      1.0886700,KELT
 2456225.9147379999049008,      1.0393842,KELT
 2456234.7223229999653995,      0.8144751,KELT
 2456234.7393979998305440,      0.7992260,KELT
 2456234.7564940000884235,      0.7512592,KELT
 2456234.7847810001112521,      0.7045175,KELT
 2456234.7969840001314878,      0.6519585,KELT
 2456234.8051490001380444,      0.6723010,KELT
 2456234.8132930002175272,      0.6382219,KELT
 2456234.8215210000053048,      0.6473279,KELT
 2456234.8542289999313653,      0.5554435,KELT
 2456234.8623939999379218,      0.5467943,KELT
 2456234.8705190001055598,      0.5006019,KELT
 2456234.8786269999109209,      0.4955053,KELT
 2456234.8839199999347329,      0.4713507,KELT
 2456234.8892000000923872,      0.4673220,KELT
 2456234.8945059999823570,      0.4624242,KELT
 2456235.6774840001016855,      0.7004777,KELT
 2456235.6918569998815656,      0.7530876,KELT
 2456235.7116350000724196,      0.7115766,KELT
 2456235.7287490000016987,      0.7699481,KELT
 2456235.7458440000191331,      0.7613734,KELT
 2456235.7885759999044240,      0.7496597,KELT
 2456235.7966530001722276,      0.7417066,KELT
 2456235.8047310002148151,      0.7598223,KELT
 2456235.8155260002240539,      0.8370436,KELT
 2456235.8236569999717176,      0.7982812,KELT
 2456235.8318190001882613,      0.7969151,KELT
 2456235.8562529999762774,      0.8235843,KELT
 2456235.8643829999491572,      0.8167701,KELT
 2456235.8725180001929402,      0.8155228,KELT
 2456235.8806520001962781,      0.8598685,KELT
 2456235.8859469997696579,      0.8608434,KELT
 2456235.8912499998696148,      0.8015158,KELT
 2456235.8965460001491010,      0.8232661,KELT
 2456236.6795919998548925,      0.9389750,KELT
 2456236.6993280001915991,      0.9553747,KELT
 2456236.7164130001328886,      0.9180916,KELT
 2456236.7360649998299778,      0.9689153,KELT
 2456236.7557129999622703,      0.9744909,KELT
 2456236.7890780000016093,      0.9877522,KELT
 2456236.8368250001221895,      0.9654913,KELT
 2456236.8449590001255274,      1.0347419,KELT
 2456236.8530700001865625,      1.0713127,KELT
 2456236.8639819999225438,      1.0334941,KELT
 2456236.8748789997771382,      0.9875884,KELT
 2456236.8828960000537336,      1.0184603,KELT
 2456236.8909249999560416,      1.0264747,KELT
 2456236.8989409999921918,      1.0499674,KELT
 2456237.4789999998174608,      1.0000000,AAVSO
 2456237.6557550001889467,      1.0268370,KELT
 2456237.6782109998166561,      1.0241266,KELT
 2456237.6979589997790754,      1.0236839,KELT
 2456237.7176959998905659,      1.0434459,KELT
 2456237.7399010001681745,      1.0389190,KELT
 2456237.7810249999165535,      1.0604550,KELT
 2456237.8419070001691580,      1.0492818,KELT
 2456237.8536499999463558,      1.0624000,KELT
 2456237.8681589998304844,      1.0852555,KELT
 2456237.8826609998941422,      1.0441434,KELT
 2456237.8946079998277128,      1.0347521,KELT
 2456237.9026460000313818,      1.0470514,KELT
